Timestamp,Epoch,Train Accuracy,Val Accuracy,Train Loss,Val Loss
09102024_214810,1,0.8052916526794434,0.8637499809265137,0.6803314685821533,0.503250777721405
09102024_214810,2,0.8596041798591614,0.8644999861717224,0.497245192527771,0.4797939956188202
09102024_214810,3,0.8694791793823242,0.8706666827201843,0.45936474204063416,0.45868387818336487
09102024_214810,4,0.8781874775886536,0.8834999799728394,0.43572676181793213,0.4304733872413635
09102024_214810,5,0.8837708234786987,0.8851666450500488,0.41701769828796387,0.4116602838039398
09102024_214810,6,0.8847500085830688,0.8891666531562805,0.4074157178401947,0.40155237913131714
09102024_214810,7,0.8880208134651184,0.8886666893959045,0.39489033818244934,0.3961482346057892
09102024_214810,8,0.890916645526886,0.8867499828338623,0.39020636677742004,0.4005187153816223
09102024_214810,9,0.8930416703224182,0.890583336353302,0.38290369510650635,0.3871837556362152
09102024_214810,10,0.8942291736602783,0.8940833210945129,0.38028067350387573,0.3835776746273041
09102024_214810,11,0.8963958621025085,0.8924999833106995,0.37406185269355774,0.3834249675273895
09102024_214810,12,0.8958749771118164,0.8995000123977661,0.37070685625076294,0.3750400245189667
09102024_214810,13,0.898520827293396,0.893833339214325,0.36722734570503235,0.3860180974006653
09102024_214810,14,0.8975416421890259,0.8979166746139526,0.3652929365634918,0.3775358498096466
09102024_214810,15,0.8992083072662354,0.9002500176429749,0.36300691962242126,0.36819788813591003
09102024_214810,16,0.9025833606719971,0.8967499732971191,0.35574018955230713,0.37120771408081055
09102024_214810,17,0.9008958339691162,0.8896666765213013,0.35793501138687134,0.3791365623474121
09102024_214810,18,0.9011250138282776,0.8974166512489319,0.3551437556743622,0.3663625419139862
09102024_214810,19,0.9026041626930237,0.9010833501815796,0.35065045952796936,0.36305463314056396
09102024_214810,20,0.9021666646003723,0.8970000147819519,0.35140201449394226,0.3682993948459625
09102024_214810,21,0.9026874899864197,0.8845833539962769,0.3490874469280243,0.3982083797454834
09102024_214810,22,0.9045208096504211,0.9013333320617676,0.3467496335506439,0.35741153359413147
09102024_214810,23,0.9027916789054871,0.8984166383743286,0.34788432717323303,0.36857685446739197
09102024_214810,24,0.9045000076293945,0.9009166955947876,0.34428998827934265,0.3604145646095276
09102024_214810,25,0.9051874876022339,0.8995000123977661,0.3431825637817383,0.3584878444671631
09102024_215013,1,0.9036458134651184,0.8994166851043701,0.3459399342536926,0.3639778792858124
09102024_215013,2,0.9051874876022339,0.8988333344459534,0.3439876437187195,0.3559952676296234
